Total day minutes,Total eve minutes,Total night minutes,Total intl minutes,Customer service calls,Churn,International plan_No,International plan_Yes,Voice mail plan_No,Voice mail plan_Yes
1.56676695241564,-0.07060961956549795,0.8667432223656151,-0.0850082287643174,-0.4279320210630441,False,True,False,False,True
-0.33373776358506735,-0.10808035589345673,1.0585707388766072,1.2404816915093582,-0.4279320210630441,False,True,False,False,True
1.1683036448096944,-1.5733833607183665,-0.756869056557316,0.7031209130200301,-1.1882184955849664,False,True,False,True,False
2.196596051534714,-2.7428647629541287,-0.0785511373483445,-1.3030259933401278,0.3323544534588781,False,False,True,True,False
-0.24008970511546743,-1.03893233204064,-0.27631146364833614,-0.049184176865028996,1.0926409279808003,False,False,True,True,False
0.8010563566936157,0.38692779243904973,0.059881091061649634,-1.4104981490379933,-1.1882184955849664,False,False,True,True,False
0.705572061783435,2.909299990515846,0.2319325749426421,-0.9806095262465307,1.0926409279808003,False,True,False,False,True
-0.41820463985176537,-1.9303414278426045,0.21611174883864312,-1.123905733843685,-1.1882184955849664,False,False,True,True,False
1.4474115837779145,0.41453780868070356,2.4824450882365463,0.34488039402714477,-1.1882184955849664,False,False,True,False,True
0.1455199474064151,-0.741138585434232,-0.09634956671534387,-0.40742469585791435,-1.1882184955849664,False,True,False,True,False
-0.936023316095436,-1.8948428355319065,-1.182053758102298,0.34488039402714477,-0.4279320210630441,False,True,False,True,False
-0.425549585614087,0.919406677099515,-0.16952088744634053,0.7389449649193192,1.0926409279808003,False,True,False,True,False
-1.084758467782448,2.09480451138706,0.042082661694650275,1.025537380113627,1.8529274025027227,False,True,False,True,False
0.3052725177369096,1.5761306348474218,-2.2064522483362543,1.276305743408647,-0.4279320210630441,False,True,False,False,True
0.2006070406238269,0.339596336024786,-1.4094781333472883,-0.7656652148507997,1.0926409279808003,False,True,False,True,False
0.18224467621802296,0.23310055909269345,-0.6955633554043187,-0.0850082287643174,-0.4279320210630441,False,True,False,False,True
0.8194187210994196,-0.8180522021074104,-0.15963287113134095,0.9897133282143387,-0.4279320210630441,False,True,False,True,False
-0.4530931322227929,0.7636072997358972,0.15678365094864563,0.12993608263141368,-1.1882184955849664,False,True,False,True,False
-2.155284312640817,-0.6129492243122681,0.17260447705264464,-1.6254424604337243,2.613213877024645,True,True,False,True,False
0.059216834699136835,-2.5259289210554208,-0.37716923006133174,-0.2641284882607601,-1.1882184955849664,False,True,False,True,False
-1.8119080982522837,0.8720752206852512,0.7144677711146218,0.022463926933548452,-1.1882184955849664,False,True,False,True,False
-1.018653955921554,1.5011891621915052,0.98539941814561,1.885314625696552,1.0926409279808003,False,True,False,True,False
0.6100877668732547,-0.19485469265294006,-0.35937080069433297,-0.2641284882607601,-1.1882184955849664,False,True,False,False,True
-0.8350303118635144,-0.8969379627978497,-1.9533190306722652,1.5987222105022434,1.0926409279808003,False,True,False,True,False
0.18775338553976434,1.1284539429291789,-0.3831020398503317,-1.4104981490379933,-1.1882184955849664,False,True,False,True,False
-1.743967349950809,-1.2677010380429146,0.9814442116196105,1.4196019510058009,0.3323544534588781,False,True,False,True,False
0.8506347405892861,0.010248285142202215,0.8964072713106138,0.022463926933548452,-0.4279320210630441,False,True,False,True,False
0.5917254024674508,-2.9999999999999996,1.827858408183575,0.8464171206171843,1.0926409279808003,False,True,False,True,False
1.2821503041256785,1.0140695899280423,1.5687923807305855,0.5598247054228764,-0.4279320210630441,True,True,False,True,False
-0.054629824616847324,-0.11794107597976164,0.24973100430964149,-0.6940171110522222,-1.1882184955849664,False,True,False,False,True
0.7386243177138823,0.32184703986943763,-0.9506741763313075,1.5987222105022434,1.0926409279808003,False,True,False,False,True
